#            iprt         eigenv.           conv.
         1.000000       -4.303215        1.000000
         2.000000       -1.316736        1.000000
         3.000000       -1.174610        1.000000
         4.000000       -1.174604        1.000000
         5.000000       -0.780112        1.000000
         6.000000       -0.780108        1.000000
         7.000000       -0.652791        1.000000
         8.000000       -0.593425        1.000000
         9.000000       -0.537099        1.000000
        10.000000       -0.537093        1.000000
        11.000000       -0.425821        0.000000
        12.000000       -0.370713        1.000000
        13.000000       -0.370710        1.000000
        14.000000       -0.349230        1.000000
        15.000000       -0.335700        1.000000
        16.000000       -0.335691        0.000000
        17.000000       -0.307980        1.000000
        18.000000       -0.275533        1.000000
        19.000000       -0.275506        0.000000
        20.000000       -0.229705        1.000000
