#            iprt         eigenv.           conv.
         1.000000       -2.038392        1.000000
         2.000000       -0.727040        1.000000
         3.000000       -0.617643        1.000000
         4.000000       -0.617639        1.000000
         5.000000       -0.491699        1.000000
         6.000000       -0.390156        1.000000
         7.000000       -0.390151        1.000000
         8.000000       -0.289318        1.000000
         9.000000       -0.289317        1.000000
        10.000000       -0.265901        1.000000
        11.000000       -0.243080        1.000000
        12.000000       -0.243077        1.000000
        13.000000       -0.221220        1.000000
        14.000000       -0.200111        1.000000
        15.000000       -0.175002        1.000000
        16.000000       -0.174997        1.000000
        17.000000       -0.145311        1.000000
        18.000000       -0.145302        1.000000
        19.000000       -0.139856        1.000000
        20.000000       -0.139822        0.000000
