#            iprt         eigenv.           conv.
         1.000000       -3.395730        0.000000
         2.000000       -3.055243        0.000000
         3.000000       -2.398865        0.000000
         4.000000       -2.290244        0.000000
         5.000000       -1.672856        0.000000
         6.000000       -1.545548        1.000000
         7.000000       -1.342507        1.000000
         8.000000       -1.063401        0.000000
         9.000000       -1.046970        0.000000
        10.000000       -0.934909        1.000000
        11.000000       -0.891265        1.000000
        12.000000       -0.878674        1.000000
        13.000000       -0.840418        0.000000
        14.000000       -0.797147        1.000000
        15.000000       -0.732335        0.000000
        16.000000       -0.724609        1.000000
        17.000000       -0.717255        0.000000
        18.000000       -0.658277        1.000000
        19.000000       -0.617536        1.000000
        20.000000       -0.605200        1.000000
        21.000000       -0.548795        0.000000
        22.000000       -0.536019        0.000000
        23.000000       -0.533431        0.000000
        24.000000       -0.517793        1.000000
        25.000000       -0.513435        0.000000
        26.000000       -0.498958        0.000000
        27.000000       -0.475913        1.000000
        28.000000       -0.457721        0.000000
        29.000000       -0.444194        0.000000
        30.000000       -0.438190        0.000000
        31.000000       -0.428771        0.000000
        32.000000       -0.409824        0.000000
        33.000000       -0.403480        0.000000
        34.000000       -0.398248        1.000000
        35.000000       -0.386629        0.000000
        36.000000       -0.383128        0.000000
        37.000000       -0.376247        0.000000
        38.000000       -0.373656        0.000000
        39.000000       -0.358439        0.000000
        40.000000       -0.355149        0.000000
        41.000000       -0.342854        0.000000
        42.000000       -0.340287        0.000000
        43.000000       -0.330121        0.000000
        44.000000       -0.322190        0.000000
        45.000000       -0.316810        0.000000
        46.000000       -0.313706        0.000000
        47.000000       -0.305644        0.000000
        48.000000       -0.296454        0.000000
        49.000000       -0.295985        0.000000
        50.000000       -0.289850        0.000000
        51.000000       -0.286701        0.000000
        52.000000       -0.273057        0.000000
        53.000000       -0.270163        0.000000
        54.000000       -0.269625        1.000000
        55.000000       -0.264289        0.000000
        56.000000       -0.259433        0.000000
        57.000000       -0.245577        0.000000
        58.000000       -0.244608        0.000000
        59.000000       -0.244577        0.000000
        60.000000       -0.233355        0.000000
        61.000000       -0.230714        0.000000
        62.000000       -0.227007        0.000000
        63.000000       -0.220289        0.000000
        64.000000       -0.214426        0.000000
        65.000000       -0.211729        0.000000
        66.000000       -0.209143        0.000000
        67.000000       -0.206182        0.000000
        68.000000       -0.204709        0.000000
        69.000000       -0.195664        0.000000
        70.000000       -0.193161        0.000000
        71.000000       -0.191251        0.000000
        72.000000       -0.190850        0.000000
        73.000000       -0.190043        0.000000
        74.000000       -0.178206        0.000000
        75.000000       -0.174102        0.000000
        76.000000       -0.167280        0.000000
        77.000000       -0.166268        0.000000
        78.000000       -0.165650        0.000000
        79.000000       -0.155987        0.000000
        80.000000       -0.151330        0.000000
        81.000000       -0.151232        0.000000
        82.000000       -0.149661        0.000000
        83.000000       -0.145038        0.000000
        84.000000       -0.138913        0.000000
        85.000000       -0.138574        0.000000
        86.000000       -0.138292        0.000000
        87.000000       -0.135669        0.000000
        88.000000       -0.135441        0.000000
        89.000000       -0.134559        0.000000
        90.000000       -0.133797        0.000000
        91.000000       -0.130049        0.000000
        92.000000       -0.122131        0.000000
        93.000000       -0.119861        0.000000
        94.000000       -0.116555        0.000000
        95.000000       -0.115889        0.000000
        96.000000       -0.113097        0.000000
        97.000000       -0.111347        0.000000
        98.000000       -0.109977        0.000000
        99.000000       -0.107162        0.000000
       100.000000       -0.104556        0.000000
       101.000000       -0.103571        0.000000
       102.000000       -0.101745        0.000000
       103.000000       -0.101548        0.000000
       104.000000       -0.100153        0.000000
       105.000000       -0.098893        0.000000
       106.000000       -0.097574        0.000000
       107.000000       -0.096909        0.000000
       108.000000       -0.095210        0.000000
       109.000000       -0.094929        0.000000
       110.000000       -0.093071        0.000000
       111.000000       -0.093017        0.000000
       112.000000       -0.089628        0.000000
       113.000000       -0.089120        0.000000
       114.000000       -0.088840        0.000000
       115.000000       -0.088681        0.000000
       116.000000       -0.088288        0.000000
       117.000000       -0.086627        0.000000
       118.000000       -0.085083        0.000000
       119.000000       -0.084761        0.000000
       120.000000       -0.084173        0.000000
       121.000000       -0.081532        0.000000
       122.000000       -0.080073        0.000000
       123.000000       -0.079777        0.000000
       124.000000       -0.079074        0.000000
       125.000000       -0.078643        0.000000
       126.000000       -0.077663        0.000000
       127.000000       -0.075315        0.000000
       128.000000       -0.074794        0.000000
       129.000000       -0.074379        0.000000
       130.000000       -0.074113        0.000000
       131.000000       -0.073717        0.000000
       132.000000       -0.073195        0.000000
       133.000000       -0.072387        0.000000
       134.000000       -0.069410        0.000000
       135.000000       -0.068922        0.000000
       136.000000       -0.068295        0.000000
       137.000000       -0.067536        0.000000
       138.000000       -0.067316        0.000000
       139.000000       -0.065968        0.000000
       140.000000       -0.064984        0.000000
       141.000000       -0.064350        0.000000
       142.000000       -0.064160        0.000000
       143.000000       -0.063537        0.000000
       144.000000       -0.063504        0.000000
       145.000000       -0.061877        0.000000
       146.000000       -0.061112        0.000000
       147.000000       -0.060774        0.000000
       148.000000       -0.060694        0.000000
       149.000000       -0.060689        0.000000
       150.000000       -0.059937        0.000000
       151.000000       -0.059455        0.000000
       152.000000       -0.058837        0.000000
       153.000000       -0.058716        0.000000
       154.000000       -0.058149        0.000000
       155.000000       -0.057433        0.000000
       156.000000       -0.056908        0.000000
       157.000000       -0.055971        0.000000
       158.000000       -0.055842        0.000000
       159.000000       -0.055273        0.000000
       160.000000       -0.054573        0.000000
       161.000000       -0.054433        0.000000
       162.000000       -0.054241        0.000000
       163.000000       -0.054132        0.000000
       164.000000       -0.052428        0.000000
       165.000000       -0.052050        0.000000
       166.000000       -0.051577        0.000000
       167.000000       -0.050562        0.000000
       168.000000       -0.050466        0.000000
       169.000000       -0.049694        0.000000
       170.000000       -0.048724        0.000000
       171.000000       -0.048573        0.000000
       172.000000       -0.047732        0.000000
       173.000000       -0.047723        0.000000
       174.000000       -0.047650        0.000000
       175.000000       -0.047526        0.000000
       176.000000       -0.047460        0.000000
       177.000000       -0.047077        0.000000
       178.000000       -0.046774        0.000000
       179.000000       -0.046003        0.000000
       180.000000       -0.045949        0.000000
       181.000000       -0.045773        0.000000
       182.000000       -0.044974        0.000000
       183.000000       -0.044910        0.000000
       184.000000       -0.044494        0.000000
       185.000000       -0.044181        0.000000
       186.000000       -0.043908        0.000000
       187.000000       -0.043546        0.000000
       188.000000       -0.043127        0.000000
       189.000000       -0.043108        0.000000
       190.000000       -0.042857        0.000000
       191.000000       -0.042318        0.000000
       192.000000       -0.042005        0.000000
       193.000000       -0.041724        0.000000
       194.000000       -0.041507        0.000000
       195.000000       -0.041480        0.000000
       196.000000       -0.041327        0.000000
       197.000000       -0.041051        0.000000
       198.000000       -0.040656        0.000000
       199.000000       -0.039995        0.000000
       200.000000       -0.039693        0.000000
       201.000000       -0.039601        0.000000
       202.000000       -0.039581        0.000000
       203.000000       -0.039071        0.000000
       204.000000       -0.038679        0.000000
       205.000000       -0.038622        0.000000
       206.000000       -0.038525        0.000000
       207.000000       -0.038262        0.000000
       208.000000       -0.037927        0.000000
       209.000000       -0.037500        0.000000
       210.000000       -0.037450        0.000000
       211.000000       -0.037062        0.000000
       212.000000       -0.036974        0.000000
       213.000000       -0.036923        0.000000
       214.000000       -0.036850        0.000000
       215.000000       -0.036597        0.000000
       216.000000       -0.035871        0.000000
       217.000000       -0.035526        0.000000
       218.000000       -0.035032        0.000000
       219.000000       -0.034510        0.000000
       220.000000       -0.034490        0.000000
       221.000000       -0.034327        0.000000
       222.000000       -0.034050        0.000000
       223.000000       -0.033733        0.000000
       224.000000       -0.033715        0.000000
       225.000000       -0.033292        0.000000
       226.000000       -0.033041        0.000000
       227.000000       -0.032496        0.000000
       228.000000       -0.032315        0.000000
       229.000000       -0.032133        0.000000
       230.000000       -0.031924        0.000000
       231.000000       -0.031811        0.000000
       232.000000       -0.031419        0.000000
       233.000000       -0.031206        0.000000
       234.000000       -0.031170        0.000000
       235.000000       -0.031017        0.000000
       236.000000       -0.030977        0.000000
       237.000000       -0.030318        0.000000
       238.000000       -0.030281        0.000000
       239.000000       -0.030257        0.000000
       240.000000       -0.030116        0.000000
       241.000000       -0.030053        0.000000
       242.000000       -0.029808        0.000000
       243.000000       -0.029669        0.000000
       244.000000       -0.029592        0.000000
       245.000000       -0.029346        0.000000
       246.000000       -0.029219        0.000000
       247.000000       -0.028967        0.000000
       248.000000       -0.028932        0.000000
       249.000000       -0.028702        0.000000
       250.000000       -0.028617        0.000000
       251.000000       -0.028484        0.000000
       252.000000       -0.028314        0.000000
       253.000000       -0.028084        0.000000
       254.000000       -0.027911        0.000000
       255.000000       -0.027852        0.000000
       256.000000       -0.027583        0.000000
       257.000000       -0.027523        0.000000
       258.000000       -0.027361        0.000000
       259.000000       -0.027096        0.000000
       260.000000       -0.026775        0.000000
       261.000000       -0.026636        0.000000
       262.000000       -0.026459        0.000000
       263.000000       -0.026443        0.000000
       264.000000       -0.026388        0.000000
       265.000000       -0.026049        0.000000
       266.000000       -0.025910        0.000000
       267.000000       -0.025877        0.000000
       268.000000       -0.025848        0.000000
       269.000000       -0.025633        0.000000
       270.000000       -0.025544        0.000000
       271.000000       -0.025519        0.000000
       272.000000       -0.025361        0.000000
       273.000000       -0.025126        0.000000
       274.000000       -0.025012        0.000000
       275.000000       -0.024882        0.000000
       276.000000       -0.024799        0.000000
       277.000000       -0.024687        0.000000
       278.000000       -0.024555        0.000000
       279.000000       -0.024546        0.000000
       280.000000       -0.024516        0.000000
       281.000000       -0.024249        0.000000
       282.000000       -0.023967        0.000000
       283.000000       -0.023911        0.000000
       284.000000       -0.023665        0.000000
       285.000000       -0.023583        0.000000
       286.000000       -0.023560        0.000000
       287.000000       -0.023252        0.000000
       288.000000       -0.023147        0.000000
       289.000000       -0.023114        0.000000
       290.000000       -0.023067        0.000000
       291.000000       -0.022751        0.000000
       292.000000       -0.022690        0.000000
       293.000000       -0.022664        0.000000
       294.000000       -0.022649        0.000000
       295.000000       -0.022469        0.000000
       296.000000       -0.022418        0.000000
       297.000000       -0.022371        0.000000
       298.000000       -0.022128        0.000000
       299.000000       -0.022041        0.000000
       300.000000       -0.022013        0.000000
       301.000000       -0.021971        0.000000
       302.000000       -0.021852        0.000000
       303.000000       -0.021816        0.000000
       304.000000       -0.021754        0.000000
       305.000000       -0.021579        0.000000
       306.000000       -0.021498        0.000000
       307.000000       -0.021431        0.000000
       308.000000       -0.021255        0.000000
       309.000000       -0.021226        0.000000
       310.000000       -0.021156        0.000000
       311.000000       -0.021134        0.000000
       312.000000       -0.020876        0.000000
       313.000000       -0.020812        0.000000
       314.000000       -0.020760        0.000000
       315.000000       -0.020746        0.000000
       316.000000       -0.020720        0.000000
       317.000000       -0.020668        0.000000
       318.000000       -0.020573        0.000000
       319.000000       -0.020515        0.000000
       320.000000       -0.020388        0.000000
       321.000000       -0.020206        0.000000
       322.000000       -0.020178        0.000000
       323.000000       -0.020084        0.000000
       324.000000       -0.019999        0.000000
       325.000000       -0.019877        0.000000
       326.000000       -0.019861        0.000000
       327.000000       -0.019704        0.000000
       328.000000       -0.019625        0.000000
       329.000000       -0.019387        0.000000
       330.000000       -0.019354        0.000000
       331.000000       -0.019300        0.000000
       332.000000       -0.019237        0.000000
       333.000000       -0.019216        0.000000
       334.000000       -0.019140        0.000000
       335.000000       -0.018964        0.000000
       336.000000       -0.018637        0.000000
       337.000000       -0.018615        0.000000
       338.000000       -0.018570        0.000000
       339.000000       -0.018549        0.000000
       340.000000       -0.018442        0.000000
       341.000000       -0.018306        0.000000
       342.000000       -0.018297        0.000000
       343.000000       -0.018214        0.000000
       344.000000       -0.018070        0.000000
       345.000000       -0.017951        0.000000
       346.000000       -0.017909        0.000000
       347.000000       -0.017716        0.000000
       348.000000       -0.017643        0.000000
       349.000000       -0.017618        0.000000
       350.000000       -0.017568        0.000000
       351.000000       -0.017513        0.000000
       352.000000       -0.017384        0.000000
       353.000000       -0.017342        0.000000
       354.000000       -0.017052        0.000000
       355.000000       -0.016919        0.000000
       356.000000       -0.016887        0.000000
       357.000000       -0.016801        0.000000
       358.000000       -0.016761        0.000000
       359.000000       -0.016721        0.000000
       360.000000       -0.016696        0.000000
       361.000000       -0.016676        0.000000
       362.000000       -0.016605        0.000000
       363.000000       -0.016413        0.000000
       364.000000       -0.016371        0.000000
       365.000000       -0.016318        0.000000
       366.000000       -0.016227        0.000000
       367.000000       -0.016194        0.000000
       368.000000       -0.016146        0.000000
       369.000000       -0.016078        0.000000
       370.000000       -0.016051        0.000000
       371.000000       -0.015982        0.000000
       372.000000       -0.015916        0.000000
       373.000000       -0.015872        0.000000
       374.000000       -0.015798        0.000000
       375.000000       -0.015769        0.000000
       376.000000       -0.015695        0.000000
       377.000000       -0.015652        0.000000
       378.000000       -0.015620        0.000000
       379.000000       -0.015561        0.000000
       380.000000       -0.015520        0.000000
       381.000000       -0.015415        0.000000
       382.000000       -0.015364        0.000000
       383.000000       -0.015334        0.000000
       384.000000       -0.015281        0.000000
       385.000000       -0.015240        0.000000
       386.000000       -0.015133        0.000000
       387.000000       -0.015090        0.000000
       388.000000       -0.015020        0.000000
       389.000000       -0.014978        0.000000
       390.000000       -0.014910        0.000000
       391.000000       -0.014874        0.000000
       392.000000       -0.014841        0.000000
       393.000000       -0.014808        0.000000
       394.000000       -0.014768        0.000000
       395.000000       -0.014645        0.000000
       396.000000       -0.014565        0.000000
       397.000000       -0.014547        0.000000
       398.000000       -0.014541        0.000000
       399.000000       -0.014423        0.000000
       400.000000       -0.014397        0.000000
       401.000000       -0.014373        0.000000
       402.000000       -0.014309        0.000000
       403.000000       -0.014242        0.000000
       404.000000       -0.014109        0.000000
       405.000000       -0.014083        0.000000
       406.000000       -0.014042        0.000000
       407.000000       -0.014027        0.000000
       408.000000       -0.014000        0.000000
       409.000000       -0.013980        0.000000
       410.000000       -0.013824        0.000000
       411.000000       -0.013726        0.000000
       412.000000       -0.013705        0.000000
       413.000000       -0.013620        0.000000
       414.000000       -0.013577        0.000000
       415.000000       -0.013518        0.000000
       416.000000       -0.013498        0.000000
       417.000000       -0.013451        0.000000
       418.000000       -0.013429        0.000000
       419.000000       -0.013365        0.000000
       420.000000       -0.013234        0.000000
       421.000000       -0.013172        0.000000
       422.000000       -0.013168        0.000000
       423.000000       -0.013130        0.000000
       424.000000       -0.013079        0.000000
       425.000000       -0.013035        0.000000
       426.000000       -0.012967        0.000000
       427.000000       -0.012917        0.000000
       428.000000       -0.012865        0.000000
       429.000000       -0.012840        0.000000
       430.000000       -0.012761        0.000000
       431.000000       -0.012750        0.000000
       432.000000       -0.012644        0.000000
       433.000000       -0.012620        0.000000
       434.000000       -0.012579        0.000000
       435.000000       -0.012525        0.000000
       436.000000       -0.012510        0.000000
       437.000000       -0.012442        0.000000
       438.000000       -0.012398        0.000000
