#            iprt         eigenv.           conv.
         1.000000       -1.889825        1.000000
         2.000000       -0.953383        1.000000
         3.000000       -0.953383        1.000000
         4.000000       -0.953382        1.000000
         5.000000       -0.625944        1.000000
         6.000000       -0.625944        1.000000
         7.000000       -0.625942        1.000000
         8.000000       -0.445893        0.000000
         9.000000       -0.400896        1.000000
        10.000000       -0.400838        1.000000
