#            iprt         eigenv.           conv.
         1.000000       -2.412799        1.000000
         2.000000       -1.865502        1.000000
         3.000000       -1.006634        1.000000
         4.000000       -0.937929        1.000000
         5.000000       -0.846571        1.000000
         6.000000       -0.781470        1.000000
         7.000000       -0.740369        1.000000
         8.000000       -0.674531        1.000000
         9.000000       -0.643658        1.000000
        10.000000       -0.615462        1.000000
        11.000000       -0.570191        1.000000
        12.000000       -0.474753        0.000000
        13.000000       -0.440976        1.000000
        14.000000       -0.412179        1.000000
        15.000000       -0.404187        0.000000
        16.000000       -0.403924        0.000000
        17.000000       -0.368155        1.000000
        18.000000       -0.342159        0.000000
        19.000000       -0.326960        0.000000
        20.000000       -0.308255        0.000000
