#            iprt         eigenv.           conv.
         1.000000       -3.676662        1.000000
         2.000000       -1.457162        1.000000
         3.000000       -1.457160        1.000000
         4.000000       -1.054391        1.000000
         5.000000       -0.761959        1.000000
         6.000000       -0.761956        1.000000
         7.000000       -0.668161        1.000000
         8.000000       -0.472573        1.000000
         9.000000       -0.472569        1.000000
        10.000000       -0.439338        1.000000
        11.000000       -0.367074        1.000000
        12.000000       -0.367072        1.000000
        13.000000       -0.357634        1.000000
        14.000000       -0.310295        1.000000
        15.000000       -0.310291        0.000000
        16.000000       -0.282553        0.000000
        17.000000       -0.242363        1.000000
        18.000000       -0.232396        1.000000
        19.000000       -0.232392        1.000000
        20.000000       -0.225780        1.000000
